"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
432,"2013-06-01 01:03:53","2013-06-01 01:11:05",239,"Willoughby St & Fleet St",40.69196566,-73.9813018,270,"Adelphi St & Myrtle Ave",40.69308257,-73.97178913,19473,"Subscriber",1987,2
530,"2013-06-01 01:04:00","2013-06-01 01:12:50",278,"Concord St & Bridge St",40.69766564,-73.98476437,278,"Concord St & Bridge St",40.69766564,-73.98476437,18922,"Subscriber",1985,1
414,"2013-06-01 01:03:59","2013-06-01 01:10:53",239,"Willoughby St & Fleet St",40.69196566,-73.9813018,270,"Adelphi St & Myrtle Ave",40.69308257,-73.97178913,17326,"Subscriber",1988,1
1228,"2013-06-01 01:04:33","2013-06-01 01:25:01",479,"9 Ave & W 45 St",40.76019252,-73.9912551,469,"Broadway & W 53 St",40.76344058,-73.98268129,16481,"Subscriber",1976,1
1218,"2013-06-01 01:04:33","2013-06-01 01:24:51",168,"W 18 St & 6 Ave",40.73971301,-73.99456405,523,"W 38 St & 8 Ave",40.75466591,-73.99138152,19411,"Subscriber",1981,2
381,"2013-06-01 01:05:48","2013-06-01 01:12:09",151,"Cleveland Pl & Spring St",40.722103786686034,-73.99724900722504,328,"Watts St & Greenwich St",40.72405549,-74.00965965,17602,"Subscriber",1985,1
243,"2013-06-01 01:06:49","2013-06-01 01:10:52",476,"E 31 St & 3 Ave",40.74394314,-73.97966069,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,18844,"Subscriber",1987,1
1095,"2013-06-01 01:07:53","2013-06-01 01:26:08",393,"E 5 St & Avenue C",40.72299208,-73.97995466,301,"E 2 St & Avenue B",40.72217444,-73.98368779,16666,"Subscriber",1981,1
913,"2013-06-01 01:08:22","2013-06-01 01:23:35",444,"Broadway & W 24 St",40.7423543,-73.98915076,225,"W 14 St & The High Line",40.74195138,-74.00803013,17898,"Customer",NULL,0
698,"2013-06-01 01:09:48","2013-06-01 01:21:26",518,"E 39 St & 2 Ave",40.74780373,-73.9734419,402,"Broadway & E 22 St",40.7403432,-73.98955109,19079,"Subscriber",1963,1
1513,"2013-06-01 01:11:11","2013-06-01 01:36:24",375,"Mercer St & Bleecker St S",40.72679454,-73.99695094,2004,"6 Ave & Broome St",40.724399,-74.004704,15889,"Customer",NULL,0
1447,"2013-06-01 01:11:25","2013-06-01 01:35:32",380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,329,"Greenwich St & North Moore St",40.72015227023285,-74.01036500930786,17840,"Customer",NULL,0
759,"2013-06-01 01:11:37","2013-06-01 01:24:16",293,"Lafayette St & E 8 St",40.73020660529954,-73.99102628231049,311,"Norfolk St & Broome St",40.7172274,-73.98802084,15248,"Subscriber",1987,1
613,"2013-06-01 01:12:01","2013-06-01 01:22:14",285,"Broadway & E 14 St",40.73454567,-73.99074142,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,17577,"Customer",NULL,0
420,"2013-06-01 01:12:11","2013-06-01 01:19:11",324,"DeKalb Ave & Hudson Ave",40.689888,-73.981013,421,"Clermont Ave & Park Ave",40.69573398,-73.97129668,17478,"Subscriber",1986,1
815,"2013-06-01 01:12:44","2013-06-01 01:26:19",444,"Broadway & W 24 St",40.7423543,-73.98915076,454,"E 51 St & 1 Ave",40.75455731,-73.96592976,16289,"Subscriber",1983,1
1566,"2013-06-01 01:13:13","2013-06-01 01:39:19",447,"8 Ave & W 52 St",40.76370739,-73.9851615,432,"E 7 St & Avenue A",40.72621788,-73.98379855,16451,"Customer",NULL,0
1357,"2013-06-01 01:13:33","2013-06-01 01:36:10",375,"Mercer St & Bleecker St S",40.72679454,-73.99695094,505,"6 Ave & W 33 St",40.74901271,-73.98848395,18297,"Customer",NULL,0
293,"2013-06-01 01:13:51","2013-06-01 01:18:44",516,"E 47 St & 1 Ave",40.75206862,-73.96784384,403,"E 2 St & 2 Ave",40.72502876,-73.99069656,19845,"Subscriber",1986,1
613,"2013-06-01 01:15:29","2013-06-01 01:25:42",445,"E 10 St & Avenue A",40.72740794,-73.98142006,402,"Broadway & E 22 St",40.7403432,-73.98955109,15392,"Subscriber",1968,1
608,"2013-06-01 01:15:39","2013-06-01 01:25:47",445,"E 10 St & Avenue A",40.72740794,-73.98142006,357,"E 11 St & Broadway",40.73261787,-73.99158043,14800,"Subscriber",1970,2
